,route_id,opt_dist,actu_dist,opt_time,actu_time,dwell_time,todest_time,inride_time,num_stops,stops_bool,dist_ratio,time_ratio,dwell_ratio,todest_ratio,inride_mph
55,16396.0,827,767.6966482088197,629,165.0,45.0,120.0,120.0,0,0,1.077248418277644,3.812121212121212,0.2727272727272727,1.0,14.310761168701978
56,16401.0,36,4615.910044345675,27,1215.0,240.0,585.0,975.0,2,1,0.007799112126133983,0.022222222222222223,0.19753086419753085,0.6,10.5902705790755
57,16402.0,298,876.0444430248399,213,330.0,165.0,105.0,165.0,0,0,0.34016539043504934,0.6454545454545455,0.5,0.6363636363636364,11.876720341696881
58,16403.0,427,5632.535362200484,308,1395.0,405.0,480.0,990.0,5,1,0.07580955511891936,0.22078853046594982,0.2903225806451613,0.48484848484848486,12.726912780930052
59,16404.0,1991,1926.1586396933956,1457,375.0,60.0,315.0,315.0,1,1,1.0336635617494756,3.8853333333333335,0.16,1.0,13.678416849129347
60,16407.0,1776,2591.060962289894,1325,555.0,90.0,390.0,465.0,1,1,0.6854335061381303,2.3873873873873874,0.16216216216216217,0.8387096774193549,12.464619159107004
61,16408.0,11,7315.1705338199945,8,1230.0,90.0,585.0,1140.0,1,1,0.0015037243423299635,0.0065040650406504065,0.07317073170731707,0.5131578947368421,14.354032959581842
62,16414.0,1030,1049.9734250931058,773,150.0,15.0,135.0,135.0,0,0,0.9809772089314216,5.153333333333333,0.1,1.0,17.397981877983497
63,16415.0,329,281.6245841369577,239,45.0,0.0,30.0,45.0,0,0,1.1682218759708953,5.311111111111111,0.0,0.6666666666666666,13.999495494207249
64,16426.0,100,5577.4192926421065,75,1320.0,150.0,660.0,1170.0,2,1,0.017929439182010738,0.056818181818181816,0.11363636363636363,0.5641025641025641,10.663548985028063
65,16427.0,51,5628.719592487428,36,1275.0,180.0,645.0,1095.0,3,1,0.009060675196552513,0.02823529411764706,0.1411764705882353,0.589041095890411,11.49872877188934
66,16446.0,776,751.9985065359597,582,150.0,0.0,150.0,150.0,0,0,1.0319169429931476,3.88,0.0,1.0,11.214503594737
67,16449.0,96,6615.406699734136,71,945.0,150.0,390.0,795.0,1,1,0.014511579462508042,0.07513227513227513,0.15873015873015872,0.49056603773584906,18.614173412456957
68,16451.0,878,786.6178959055158,658,180.0,45.0,135.0,135.0,1,1,1.1161708938611035,3.6555555555555554,0.25,1.0,13.034200267162108
69,16455.0,1915,2013.4450335543922,1416,210.0,0.0,195.0,210.0,0,0,0.9511061727964809,6.742857142857143,0.0,0.9285714285714286,21.44740825409125
70,16457.0,1726,1681.8817403604667,1283,195.0,0.0,180.0,195.0,0,0,1.0262314873756093,6.579487179487179,0.0,0.9230769230769231,19.29368482195868
71,16464.0,76,7435.776161749001,57,1170.0,150.0,525.0,1020.0,1,1,0.010220856350001223,0.04871794871794872,0.1282051282051282,0.5147058823529411,16.307240320845896
72,16506.0,1950,1887.204443451471,1442,225.0,15.0,210.0,210.0,0,0,1.0332743793426447,6.408888888888889,0.06666666666666667,1.0,20.10268146540159
73,16510.0,55,3191.691501860624,42,735.0,315.0,240.0,420.0,1,1,0.017232241890526474,0.05714285714285714,0.42857142857142855,0.5714285714285714,16.9991009242193
74,16513.0,1955,1985.9225093808468,1446,210.0,15.0,195.0,195.0,0,0,0.9844291460342591,6.885714285714286,0.07142857142857142,1.0,22.781484605817393
75,16517.0,1694,1627.4072980692094,1277,255.0,45.0,210.0,210.0,1,1,1.0409195055287006,5.007843137254902,0.17647058823529413,1.0,17.335297530204464
76,16518.0,1733,1834.5138580203795,1291,1500.0,1245.0,255.0,255.0,2,1,0.9446644365336532,0.8606666666666667,0.83,1.0,16.09293109631415
77,16519.0,1005,1003.5193777990269,789,150.0,30.0,120.0,120.0,0,0,1.001475429606771,5.26,0.2,1.0,18.706771974781294
78,16521.0,299,15256.237919461726,218,1590.0,30.0,780.0,1560.0,0,0,0.019598540713538466,0.1371069182389937,0.018867924528301886,0.5,21.87646721253892
79,16522.0,1734,2617.1919965168668,1305,330.0,30.0,225.0,300.0,0,0,0.6625421452869039,3.9545454545454546,0.09090909090909091,0.75,19.5150048822948
80,16523.0,943,887.2592717843108,712,180.0,45.0,135.0,135.0,1,1,1.0628234947644926,3.9555555555555557,0.25,1.0,14.701820410557012
81,16524.0,850,777.7132177100765,640,150.0,15.0,135.0,135.0,0,0,1.0929478638703956,4.266666666666667,0.1,1.0,12.886650409069471
82,16526.0,1773,1726.2215088631801,1335,225.0,15.0,195.0,210.0,0,0,1.0270987766614184,5.933333333333334,0.06666666666666667,0.9285714285714286,18.38787591445906
83,16527.0,893,1257.6759263803474,672,315.0,90.0,195.0,225.0,0,0,0.7100398292349425,2.1333333333333333,0.2857142857142857,0.8666666666666667,12.503758163365575
84,16531.0,1992,1939.9645418243604,1494,345.0,30.0,300.0,315.0,0,0,1.0268228913744502,4.3304347826086955,0.08695652173913043,0.9523809523809523,13.77645803869392
85,16547.0,2038,1973.5697443041204,1517,180.0,15.0,165.0,165.0,0,0,1.032646556262747,8.427777777777777,0.08333333333333333,1.0,26.75610365953733
86,16548.0,581,502.63679784675924,447,75.0,15.0,60.0,60.0,0,0,1.1559042284387855,5.96,0.2,1.0,18.739472642922163
87,16552.0,727,638.2513696652491,548,135.0,15.0,120.0,120.0,0,0,1.1390496512076393,4.059259259259259,0.1111111111111111,1.0,11.897750157158185
88,16553.0,909,800.1241332653245,680,180.0,45.0,135.0,135.0,0,0,1.1360737193244637,3.7777777777777777,0.25,1.0,13.257997619752112
89,16554.0,1819,1882.048225783002,1380,210.0,30.0,180.0,180.0,0,0,0.9665002071045382,6.571428571428571,0.14285714285714285,1.0,23.389049767683492
90,16555.0,1826,1928.00335840596,1384,210.0,30.0,165.0,180.0,0,0,0.9470937859308012,6.59047619047619,0.14285714285714285,0.9166666666666666,23.96015462529238
91,16565.0,2026,2096.0429143876418,1491,225.0,30.0,195.0,195.0,0,0,0.9665832632018869,6.626666666666667,0.13333333333333333,1.0,24.04472942005278
92,16568.0,1817,1780.01832966784,1353,210.0,15.0,195.0,195.0,0,0,1.02077600534544,6.442857142857143,0.07142857142857142,1.0,20.41945744803681
93,16571.0,1562,1526.2946295915524,1168,210.0,30.0,180.0,180.0,0,0,1.0233934980286228,5.561904761904762,0.14285714285714285,1.0,18.96794171510293
94,16573.0,1989,1894.4766312397476,1466,240.0,15.0,225.0,225.0,0,0,1.0498941856561177,6.108333333333333,0.0625,1.0,18.834802468824183
95,16575.0,1956,1960.2682731031057,1483,345.0,75.0,270.0,270.0,0,0,0.9978226076697405,4.298550724637681,0.21739130434782608,1.0,16.2407500401306
96,16580.0,1531,1869.6628269996547,1145,450.0,180.0,255.0,270.0,2,1,0.8188642240145917,2.5444444444444443,0.4,0.9444444444444444,15.49008727492077
97,16622.0,1913,1852.2862053705655,1439,255.0,30.0,225.0,225.0,0,0,1.0327777610465376,5.643137254901961,0.11764705882352941,1.0,18.41534712996281
98,16623.0,719,1158.1288347761163,544,255.0,60.0,135.0,195.0,1,1,0.6208290290423462,2.1333333333333333,0.23529411764705882,0.6923076923076923,13.285460080328644
99,16625.0,1792,2668.9094399035803,1354,375.0,90.0,240.0,285.0,0,0,0.6714352960828598,3.6106666666666665,0.24,0.8421052631578947,20.948036078940056
100,16628.0,2060,1937.6558944914307,1512,210.0,30.0,180.0,180.0,0,0,1.0631402644073087,7.2,0.14285714285714285,1.0,24.080110981242562
101,16639.0,1122,1131.1740517075618,835,165.0,15.0,135.0,150.0,0,0,0.9918897965404059,5.0606060606060606,0.09090909090909091,0.9,16.869123221511423
102,16640.0,16,1455.791129134962,12,675.0,390.0,135.0,285.0,3,1,0.010990587646668295,0.017777777777777778,0.5777777777777777,0.47368421052631576,11.426376871604077
103,16655.0,17,4899.871650292196,12,1140.0,45.0,570.0,1095.0,1,1,0.0034694786339936542,0.010526315789473684,0.039473684210526314,0.5205479452054794,10.00978894009555
104,16656.0,68,4765.076280413754,46,1125.0,60.0,540.0,1065.0,0,0,0.014270495580418185,0.04088888888888889,0.05333333333333334,0.5070422535211268,10.008628858881448
105,16657.0,1850,2069.227452728442,1377,315.0,30.0,285.0,285.0,0,0,0.8940534775723311,4.371428571428571,0.09523809523809523,1.0,16.241184765285478
106,16658.0,2171,2674.338567528313,1635,330.0,15.0,270.0,315.0,0,0,0.8117895117544858,4.954545454545454,0.045454545454545456,0.8571428571428571,18.991539413481856
107,16672.0,801,709.2402852482817,602,120.0,30.0,90.0,90.0,0,0,1.1293774714441047,5.016666666666667,0.25,1.0,17.628088485369904
108,16675.0,722,660.9119467488539,540,150.0,30.0,120.0,120.0,0,0,1.0924299425235833,3.6,0.2,1.0,12.320169751336511
109,16677.0,951,1208.1252404420154,707,255.0,0.0,210.0,255.0,0,0,0.7871700450957044,2.772549019607843,0.0,0.8235294117647058,10.598053628840637
110,16681.0,1399,1368.312826465718,1057,165.0,0.0,150.0,165.0,0,0,1.0224270159138575,6.406060606060606,0.0,0.9090909090909091,18.55050723657105
111,16682.0,1363,1385.6755736548307,1023,195.0,30.0,165.0,165.0,0,0,0.9836357267992955,5.246153846153846,0.15384615384615385,1.0,18.78589768322083
112,16690.0,2003,2039.022639549594,1474,270.0,45.0,225.0,225.0,0,0,0.9823333793108098,5.45925925925926,0.16666666666666666,1.0,20.27187245917364
113,16695.0,831,1110.0984120972091,630,480.0,270.0,195.0,210.0,2,1,0.7485822796828133,1.3125,0.5625,0.9285714285714286,11.824874009317767
114,16696.0,1786,1815.509791835164,1342,285.0,60.0,210.0,225.0,0,0,0.9837457269754879,4.708771929824562,0.21052631578947367,0.9333333333333333,18.04971766110112
115,16732.0,2022,2350.770898626894,1497,300.0,45.0,225.0,255.0,0,0,0.8601433687906669,4.99,0.15,0.8823529411764706,20.62169981950763
116,16733.0,1924,1854.2965763530424,1425,195.0,0.0,180.0,195.0,0,0,1.037590223988898,7.3076923076923075,0.0,0.9230769230769231,21.271539402600897
117,16735.0,769,689.5568546839354,592,105.0,15.0,90.0,90.0,0,0,1.1152089849827946,5.6380952380952385,0.14285714285714285,1.0,17.138859005740915
118,16736.0,1723,2589.121124330504,1299,285.0,15.0,225.0,270.0,0,0,0.6654767843066957,4.557894736842106,0.05263157894736842,0.8333333333333334,21.45077262170325
119,16740.0,1798,1758.0522427075298,1352,270.0,15.0,240.0,255.0,0,0,1.0227227361747497,5.007407407407407,0.05555555555555555,0.9411764705882353,15.422185818832086
120,16741.0,1978,2102.2304727767173,1462,225.0,30.0,195.0,195.0,0,0,0.9409053981542622,6.497777777777777,0.13333333333333333,1.0,24.115709916785384
121,16742.0,1846,1756.5808728741401,1355,165.0,15.0,150.0,150.0,0,0,1.0509052150724782,8.212121212121213,0.09090909090909091,1.0,26.19577345178053
122,16743.0,874,1320.5867483418976,664,360.0,150.0,165.0,210.0,2,1,0.6618270258257376,1.8444444444444446,0.4166666666666667,0.7857142857142857,14.067015813504403
123,16744.0,1605,1645.869143209224,1200,240.0,45.0,195.0,195.0,0,0,0.9751686557963323,5.0,0.1875,1.0,18.88056677543816
124,16746.0,1936,2036.0689332001295,1433,195.0,30.0,165.0,165.0,0,0,0.9508518932888734,7.348717948717948,0.15384615384615385,1.0,27.603418420804232
125,16747.0,24,2547.8652301889474,20,720.0,315.0,180.0,405.0,1,1,0.009419650504128189,0.027777777777777776,0.4375,0.4444444444444444,14.072646044491023
126,16748.0,1328,1365.0602001585055,999,300.0,120.0,180.0,180.0,0,0,0.9728508675630553,3.33,0.4,1.0,16.96420980079204
127,16756.0,1027,1066.8089862358433,780,165.0,15.0,135.0,150.0,0,0,0.9626840542688843,4.7272727272727275,0.09090909090909091,0.9,15.90925129113605
128,16757.0,820,677.0522722294314,620,120.0,0.0,105.0,120.0,0,0,1.2111324836114399,5.166666666666667,0.0,0.875,12.621044248674204
129,16772.0,2076,2016.9371886227148,1541,240.0,30.0,210.0,210.0,0,0,1.0292834163158133,6.420833333333333,0.125,1.0,21.48460702246522
130,16777.0,1352,1377.202716275024,1026,255.0,75.0,180.0,180.0,0,0,0.9817000678424519,4.023529411764706,0.29411764705882354,1.0,17.115110245245845
131,16779.0,782,724.405424977134,588,180.0,30.0,150.0,150.0,0,0,1.0795059962792024,3.2666666666666666,0.16666666666666666,1.0,10.803009808989001
132,16780.0,1243,1240.844745994071,923,225.0,30.0,195.0,195.0,0,0,1.0017369247948924,4.102222222222222,0.13333333333333333,1.0,14.234334595405013
133,16781.0,768,632.4492828550212,578,120.0,0.0,105.0,120.0,0,0,1.21432662004623,4.816666666666666,0.0,0.875,11.78959248991426
134,16784.0,822,726.9724065088276,630,120.0,15.0,105.0,105.0,0,0,1.1307169194323725,5.25,0.125,1.0,15.487558619198637
135,16785.0,1935,2063.790941880967,1434,240.0,15.0,225.0,225.0,0,0,0.9375949669768465,5.975,0.0625,1.0,20.518117820138713
136,16789.0,1834,1845.6985293695666,1357,195.0,30.0,165.0,165.0,0,0,0.9936617333852661,6.958974358974359,0.15384615384615385,1.0,25.022526474472475
137,16796.0,1919,1846.185687809164,1424,255.0,15.0,240.0,240.0,0,0,1.0394404055191455,5.584313725490196,0.058823529411764705,1.0,17.20752755203263
138,16799.0,105,6540.048111838261,77,1065.0,120.0,510.0,945.0,0,0,0.016054927762677706,0.07230046948356808,0.11267605633802817,0.5396825396825397,15.481158966450245
139,16849.0,1040,1403.8227792272924,787,180.0,15.0,120.0,165.0,0,0,0.740834253004819,4.372222222222222,0.08333333333333333,0.7272727272727273,19.031923198573935
140,16850.0,1920,1886.392534657441,1440,330.0,15.0,300.0,315.0,0,0,1.017815732794268,4.363636363636363,0.045454545454545456,0.9523809523809523,13.396021957068623
141,16854.0,737,577.2795461505716,560,135.0,30.0,105.0,105.0,0,0,1.2766778329744746,4.148148148148148,0.2222222222222222,1.0,12.29847340920057
142,16860.0,996,939.5367044861971,749,210.0,60.0,150.0,150.0,1,1,1.0600969554932724,3.566666666666667,0.2857142857142857,1.0,14.01124823822236
143,16861.0,1683,1605.300042403699,1260,225.0,15.0,210.0,210.0,0,0,1.0484021401257528,5.6,0.06666666666666667,1.0,17.09980893740253
144,16862.0,870,822.8612832361497,657,150.0,15.0,120.0,135.0,0,0,1.0572863467077502,4.38,0.1,0.8888888888888888,13.634750510535353
145,16863.0,1646,1782.0790065887384,1243,240.0,45.0,195.0,195.0,1,1,0.9236403065825789,5.179166666666666,0.1875,1.0,20.44309647691596
146,16867.0,899,987.5048282449825,677,555.0,300.0,255.0,255.0,3,1,0.9103752956810597,1.2198198198198198,0.5405405405405406,1.0,8.662702158801299
147,16895.0,744,681.1336403896315,558,120.0,0.0,105.0,120.0,0,0,1.0922966593962482,4.65,0.0,0.875,12.69712571277652
148,16900.0,617,587.2752338939832,463,120.0,30.0,90.0,90.0,0,0,1.0506147107701511,3.8583333333333334,0.25,1.0,14.59666068563119
149,16904.0,1865,2000.2572721680551,1379,240.0,15.0,210.0,225.0,0,0,0.932380062279963,5.745833333333334,0.0625,0.9333333333333333,19.886468899571597
150,16908.0,1893,1947.5453606074905,1404,225.0,15.0,210.0,210.0,0,0,0.971992764989835,6.24,0.06666666666666667,1.0,20.745438661701524
151,16914.0,979,848.0637159894287,744,150.0,30.0,120.0,120.0,0,0,1.154394394597827,4.96,0.2,1.0,15.808897073711607
152,16951.0,634,718.6867555478445,475,120.0,30.0,90.0,90.0,0,0,0.8821645801955971,3.9583333333333335,0.25,1.0,17.862879455057726
153,16958.0,1284,1345.4880543344475,950,150.0,15.0,135.0,135.0,0,0,0.9543005572317304,6.333333333333333,0.1,1.0,22.294637394539997
154,16959.0,297,246.23122234869714,217,60.0,15.0,45.0,45.0,0,0,1.206183347371794,3.6166666666666667,0.25,1.0,12.240099344904324
155,16964.0,2123,2231.1740867614662,1592,375.0,30.0,330.0,345.0,1,1,0.9515169670518717,4.245333333333333,0.08,0.9565217391304348,14.46667409171071
156,16965.0,1751,2068.024786145732,1308,1110.0,810.0,285.0,300.0,1,1,0.8467016506428896,1.1783783783783783,0.7297297297297297,0.95,15.420157883736113
157,16967.0,851,812.363866627446,642,180.0,45.0,135.0,135.0,0,0,1.0475601327924065,3.566666666666667,0.25,1.0,13.460809094915549
158,16969.0,1812,1737.5139527934045,1352,225.0,15.0,210.0,210.0,0,0,1.0428693231998765,6.0088888888888885,0.06666666666666667,1.0,18.50816410267466
159,16983.0,942,1120.0147121917998,712,435.0,120.0,270.0,315.0,1,1,0.8410603804985418,1.6367816091954024,0.27586206896551724,0.8571428571428571,7.953668921556587
160,16990.0,23,11667.23953293427,15,1950.0,75.0,960.0,1875.0,0,0,0.0019713317734735476,0.007692307692307693,0.038461538461538464,0.512,13.919421227094395
161,16994.0,84,4903.795447092439,64,1395.0,615.0,390.0,780.0,1,1,0.01712958888809388,0.045878136200716846,0.44086021505376344,0.5,14.063456650537129
162,16995.0,19,4977.661409461684,14,1350.0,585.0,360.0,765.0,1,1,0.0038170535191253156,0.01037037037037037,0.43333333333333335,0.47058823529411764,14.555202501021204
163,16999.0,838,734.8016356419216,636,180.0,45.0,135.0,135.0,0,0,1.1404438413748554,3.533333333333333,0.25,1.0,12.175608672835853
164,17000.0,837,786.9773036085487,635,165.0,60.0,105.0,105.0,1,1,1.0635630737533102,3.8484848484848486,0.36363636363636365,1.0,16.765914376515305
165,17001.0,404,11328.183327937102,294,1875.0,240.0,870.0,1635.0,1,1,0.03566326464753371,0.1568,0.128,0.5321100917431193,15.498756216266436
166,17002.0,212,10703.033239788805,151,1545.0,75.0,780.0,1470.0,1,1,0.01980746908379995,0.09773462783171522,0.04854368932038835,0.5306122448979592,16.28710420096134
167,17006.0,1971,2098.2040106672944,1458,285.0,30.0,255.0,255.0,0,0,0.9393748129254411,5.11578947368421,0.10526315789473684,1.0,18.406103841655288
168,17010.0,374,1065.2141846503512,283,270.0,120.0,105.0,150.0,1,1,0.35110309775189746,1.048148148148148,0.4444444444444444,0.7,15.88546812141171
169,17012.0,58,4620.77067580006,42,1440.0,585.0,420.0,855.0,3,1,0.012552018714920888,0.029166666666666667,0.40625,0.49122807017543857,12.089341234531213
170,17016.0,1138,5367.901493552923,855,1215.0,270.0,555.0,945.0,3,1,0.21200090973479788,0.7037037037037037,0.2222222222222222,0.5873015873015873,12.70653287511987
171,17017.0,1513,5588.899754190449,1114,1020.0,135.0,585.0,885.0,1,1,0.27071517947080403,1.092156862745098,0.1323529411764706,0.6610169491525424,14.126591430665293
172,17026.0,1249,7146.517505860257,936,1365.0,75.0,825.0,1290.0,1,1,0.17477043874527703,0.6857142857142857,0.054945054945054944,0.6395348837209303,12.392504550045771
173,17030.0,836,1068.0677833673358,632,420.0,105.0,255.0,315.0,1,1,0.7827218581243156,1.5047619047619047,0.25,0.8095238095238095,7.584773166113423
